premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I don't even dating anyone right now." She said, "I'm not dating anyone right now. I'm just dating you."	3.4607155323028564	4.573105335235596	4.03207262357076
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I texted her that we should talk about it later. She texted me back, asking if we should talk about it later. I told her I was sorry.	4.670658111572266	4.600746154785156	4.397582451502482
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I'm not dating you, I'm dating Carly." She said, "I'm not dating you, I'm dating Carly." I told her I was dating her and she said, "I'm not dating you, I'm dating Carly."	-1	-1	-1
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I don't want to date you." She said, "I don't want to date you. I don't want to date.	4.293735504150391	4.891817569732666	4.4915140469868975
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	She told to go to the bathroom and he was there. She went to the bathroom and he was there. Josh was there and she was with him.	-1	-1	-1
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	They were going to have sex but she was too scared. She told afraid he would hurt her. Josh told her he was going to take her to the park and she was going to have sex with him.	3.214764356613159	5.153712272644043	3.559606949488322
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	She was so upset that she went to Josh's house. She was so upset that she went to Josh's house. Josh was so upset that he went to her house.	-1	-1	-1
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	She was so upset that she called Josh and told him. He said she was right and he was sorry. Josh said he was sorry too.	5.021901607513428	5.134424686431885	4.734211603800456
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	They were going to have to get married. Pam went to Josh's house and he was there. Josh was there too.	2.4404916763305664	5.236317157745361	2.9975014130274453
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	They decided to go to the bar and he was there. She was so excited to meet him and He told her he was going to be a good boyfriend and she was so happy. Josh was so excited to meet her and she was so happy.	4.030029296875	5.124016284942627	4.202098687489827
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	DEPRECATED	-1	-1	-1
Pam was in love with Josh but she didn't know how to get his attention.	She talked to her friends, and she talked to her parents.	She talked to Josh about it and he said unfortunately he wasn't interested.	They all offered advice that didn't quite work for her. Finally, she just went up to him and told him her feelings. Josh revealed he was in love with Pam too.	They were going to have sex but she didn't want to do it. She told him she didn't want him and told him she didn't want to be with him. Josh told her he didn't want to be with her and she told him she didn't want to be with him.	3.1410813331604004	5.1264262199401855	4.019919713338216
